,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME_BLK,CANCELLED,DIVERTED,DISTANCE,ORIGIN_CITY,ORIGIN_STATE_OR_REGION,ORIGIN_FULL_NAME,GMT_DEP,DEST_CITY,DEST_STATE_OR_REGION,DEST_FULL_NAME,GMT_ARR
21232,2,3,MQ,MQ,N670AE,3597,MSN,ORD,1000-1059,1.0,0.0,109.0,Madison,WI,Wisconsin,6,Chicago,IL,Illinois,6
21233,2,3,MQ,MQ,N670AE,3597,ORD,MSN,0800-0859,1.0,0.0,109.0,Chicago,IL,Illinois,6,Madison,WI,Wisconsin,6
21234,2,3,MQ,MQ,N670AE,3597,ORD,MSN,0800-0859,1.0,0.0,109.0,Chicago,IL,Illinois,6,Madison,WI,Wisconsin,6
21763,2,3,WN,WN,N765SW,6733,BUR,OAK,0900-0959,1.0,0.0,325.0,Burbank,CA,California,8,Oakland,CA,California,8
22837,2,3,WN,WN,N944WN,4870,HOU,MDW,1000-1059,1.0,0.0,937.0,Houston,TX,Texas,6,Chicago,IL,Illinois,6
23198,2,3,WN,WN,N559WN,675,LAX,MDW,1000-1059,1.0,0.0,1750.0,Los Angeles,CA,California,8,Chicago,IL,Illinois,6
23249,2,3,WN,WN,N7822A,5526,LAX,SJC,1200-1259,1.0,0.0,308.0,Los Angeles,CA,California,8,San Jose,CA,California,8
23919,2,3,WN,WN,N7826B,5844,OAK,ABQ,0600-0659,1.0,0.0,889.0,Oakland,CA,California,8,Albuquerque,NM,New Mexico,7
23927,2,3,WN,WN,N279WN,798,OAK,BUR,0800-0859,1.0,0.0,325.0,Oakland,CA,California,8,Burbank,CA,California,8
24022,2,3,WN,WN,N498WN,6643,OAK,SAN,1500-1559,1.0,0.0,446.0,Oakland,CA,California,8,San Diego,CA,California,8
24545,2,3,WN,WN,N235WN,3228,RSW,STL,2200-2259,1.0,0.0,979.0,Fort Myers,FL,Florida,5,St. Louis,MO,Missouri,6
24593,2,3,WN,WN,N498WN,4212,SAN,OAK,1700-1759,1.0,0.0,446.0,San Diego,CA,California,8,Oakland,CA,California,8
24771,2,3,WN,WN,N229WN,1087,SFO,LAX,0800-0859,1.0,0.0,337.0,San Francisco,CA,California,8,Los Angeles,CA,California,8
24834,2,3,WN,WN,N7822A,5529,SJC,LAX,1400-1459,1.0,0.0,308.0,San Jose,CA,California,8,Los Angeles,CA,California,8
24888,2,3,WN,WN,N211WN,6902,SJC,SNA,1100-1159,1.0,0.0,342.0,San Jose,CA,California,8,Orange County,CA,California,8
25011,2,3,OH,OH,N572NN,5353,PNS,CLT,0600-0659,1.0,0.0,488.0,Pensacola,FL,Florida,6,Charlotte,NC,North Carolina,5
25292,2,3,YV,YV,N938LR,5788,SDF,DFW,0800-0859,1.0,0.0,733.0,Louisville,KY,Kentucky,5,Dallas,TX,Texas,6
25327,2,3,YV,YV,N245LR,5819,DFW,AMA,1000-1059,1.0,0.0,312.0,Dallas,TX,Texas,6,Amarillo,TX,Texas,6
25330,2,3,YV,YV,N953LR,5823,BHM,DFW,0600-0659,1.0,0.0,597.0,Birmingham,AL,Alabama,6,Dallas,TX,Texas,6
25336,2,3,YV,YV,N249LR,5828,DFW,BHM,1200-1259,1.0,0.0,597.0,Dallas,TX,Texas,6,Birmingham,AL,Alabama,6
25355,2,3,YV,YV,N917FJ,5841,DFW,MOB,2100-2159,1.0,0.0,539.0,Dallas,TX,Texas,6,Mobile,AL,Alabama,6
25357,2,3,YV,YV,N912FJ,5843,BMI,DFW,0700-0759,1.0,0.0,690.0,Bloomington,IL,Illinois,6,Dallas,TX,Texas,6
25388,2,3,YV,YV,N923FJ,5861,DFW,JAN,1000-1059,1.0,0.0,408.0,Dallas,TX,Texas,6,Jackson,MS,Mississippi,6
25390,2,3,YV,YV,N919FJ,5862,MAF,DFW,0800-0859,1.0,0.0,309.0,Midland,TX,Texas,6,Dallas,TX,Texas,6
25425,2,3,YV,YV,N904FJ,5888,DFW,ABQ,1000-1059,1.0,0.0,569.0,Dallas,TX,Texas,6,Albuquerque,NM,New Mexico,7
25429,2,3,YV,YV,N957LR,5892,DFW,BHM,0900-0959,1.0,0.0,597.0,Dallas,TX,Texas,6,Birmingham,AL,Alabama,6
25438,2,3,YV,YV,N945LR,5903,DFW,MEM,1000-1059,1.0,0.0,431.0,Dallas,TX,Texas,6,Memphis,TN,Tennessee,6
25483,2,3,YV,YV,N914FJ,5941,PIA,DFW,0700-0759,1.0,0.0,672.0,Peoria,IL,Illinois,6,Dallas,TX,Texas,6
25484,2,3,YV,YV,N928LR,5942,DFW,HSV,1100-1159,1.0,0.0,603.0,Dallas,TX,Texas,6,Huntsville,AL,Alabama,6
27935,2,3,YV,YV,N948LR,5712,EVV,DFW,0700-0759,1.0,0.0,642.0,Evansville,IN,Indiana,6,Dallas,TX,Texas,6
27938,2,3,YV,YV,N939LR,5714,GPT,DFW,1300-1359,1.0,0.0,500.0,Gulfport,MS,Mississippi,6,Dallas,TX,Texas,6
27952,2,3,YV,YV,N956LR,5726,ELP,DFW,0600-0659,1.0,0.0,551.0,El Paso,TX,Texas,7,Dallas,TX,Texas,6
27953,2,3,YV,YV,N329MS,5727,DFW,GPT,1800-1859,1.0,0.0,500.0,Dallas,TX,Texas,6,Gulfport,MS,Mississippi,6
27959,2,3,YV,YV,N329MS,5731,DFW,OKC,1000-1059,1.0,0.0,175.0,Dallas,TX,Texas,6,Oklahoma City,OK,Oklahoma,6
27980,2,3,YV,YV,N939LR,5749,DFW,OMA,1000-1059,1.0,0.0,583.0,Dallas,TX,Texas,6,Omaha,NE,Nebraska,6
27983,2,3,YV,YV,N945LR,5751,BIS,DFW,0600-0659,1.0,0.0,977.0,Bismarck,ND,North Dakota,6,Dallas,TX,Texas,6
27993,2,3,YV,YV,N932LR,5759,DFW,ICT,1600-1659,1.0,0.0,328.0,Dallas,TX,Texas,6,Wichita,KS,Kansas,6
27994,2,3,YV,YV,N932LR,5759,ICT,DFW,1800-1859,1.0,0.0,328.0,Wichita,KS,Kansas,6,Dallas,TX,Texas,6
28047,2,3,EV,EV,N16911,4424,SHV,IAH,0900-0959,1.0,0.0,192.0,Shreveport,LA,Louisiana,6,Houston,TX,Texas,6
28066,2,3,EV,EV,N18556,4447,IAH,VPS,1800-1859,1.0,0.0,528.0,Houston,TX,Texas,6,Fort Walton Beach,FL,Florida,6
28082,2,3,EV,EV,N738EV,2861,BTR,DFW,1200-1259,1.0,0.0,383.0,Baton Rouge,LA,Louisiana,6,Dallas,TX,Texas,6
28087,2,3,EV,EV,N616QX,2867,BTR,DFW,1600-1659,1.0,0.0,383.0,Baton Rouge,LA,Louisiana,6,Dallas,TX,Texas,6
28088,2,3,EV,EV,N616QX,2867,DFW,BTR,1400-1459,1.0,0.0,383.0,Dallas,TX,Texas,6,Baton Rouge,LA,Louisiana,6
28090,2,3,EV,EV,N738EV,2870,DFW,ECP,2000-2059,1.0,0.0,685.0,Dallas,TX,Texas,6,Panama City,FL,Florida,6
28092,2,3,EV,EV,N720EV,2874,DFW,MKE,2000-2059,1.0,0.0,853.0,Dallas,TX,Texas,6,Milwaukee,WI,Wisconsin,6
28097,2,3,EV,EV,N738EV,2888,DFW,SAF,1400-1459,1.0,0.0,551.0,Dallas,TX,Texas,6,Santa Fe,NM,New Mexico,7
28098,2,3,EV,EV,N738EV,2888,SAF,DFW,1600-1659,1.0,0.0,551.0,Santa Fe,NM,New Mexico,7,Dallas,TX,Texas,6
28099,2,3,EV,EV,N738EV,2889,ECP,DFW,0700-0759,1.0,0.0,685.0,Panama City,FL,Florida,6,Dallas,TX,Texas,6
28110,2,3,EV,EV,N738EV,2917,DFW,BTR,1000-1059,1.0,0.0,383.0,Dallas,TX,Texas,6,Baton Rouge,LA,Louisiana,6
28113,2,3,EV,EV,N720EV,2921,MKE,DFW,0600-0659,1.0,0.0,853.0,Milwaukee,WI,Wisconsin,6,Dallas,TX,Texas,6
28117,2,3,EV,EV,N617QX,2932,BTR,DFW,0600-0659,1.0,0.0,383.0,Baton Rouge,LA,Louisiana,6,Dallas,TX,Texas,6
28119,2,3,EV,EV,N617QX,2944,DFW,LRD,1000-1059,1.0,0.0,396.0,Dallas,TX,Texas,6,Laredo,TX,Texas,6
28120,2,3,EV,EV,N617QX,2944,LRD,DFW,1200-1259,1.0,0.0,396.0,Laredo,TX,Texas,6,Dallas,TX,Texas,6
28138,2,3,EV,EV,N16561,3979,ECP,IAH,0600-0659,1.0,0.0,572.0,Panama City,FL,Florida,6,Houston,TX,Texas,6
28202,2,3,EV,EV,N16911,4036,LFT,IAH,1200-1259,1.0,0.0,201.0,Lafayette,LA,Louisiana,6,Houston,TX,Texas,6
28225,2,3,EV,EV,N13988,4058,XNA,IAH,1800-1859,1.0,0.0,438.0,Fayetteville,AR,Arkansas,6,Houston,TX,Texas,6
28250,2,3,EV,EV,N13975,4081,MCI,IAH,0800-0859,1.0,0.0,643.0,Kansas City,MO,Missouri,6,Houston,TX,Texas,6
29054,2,3,AA,AA,N349AN,310,DFW,JFK,1200-1259,1.0,0.0,1391.0,Dallas,TX,Texas,6,New York,NY,New York,5
29075,2,3,AA,AA,N964NN,328,ORD,DFW,0001-0559,1.0,0.0,801.0,Chicago,IL,Illinois,6,Dallas,TX,Texas,6
29076,2,3,AA,AA,N964NN,328,ORD,DFW,0001-0559,1.0,0.0,801.0,Chicago,IL,Illinois,6,Dallas,TX,Texas,6
29190,2,3,AA,AA,N989NN,1330,DFW,LGA,0600-0659,1.0,0.0,1389.0,Dallas,TX,Texas,6,New York,NY,New York,5
29372,2,3,MQ,MQ,N856AE,3715,DFW,SPS,2200-2259,1.0,0.0,113.0,Dallas,TX,Texas,6,Wichita Falls,TX,Texas,6
29381,2,3,MQ,MQ,N939AE,3725,ORD,DSM,1500-1559,1.0,0.0,299.0,Chicago,IL,Illinois,6,Des Moines,IA,Iowa,6
29382,2,3,MQ,MQ,N939AE,3725,ORD,DSM,1500-1559,1.0,0.0,299.0,Chicago,IL,Illinois,6,Des Moines,IA,Iowa,6
29383,2,3,MQ,MQ,N939AE,3729,DSM,ORD,1700-1759,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
29384,2,3,MQ,MQ,N939AE,3729,DSM,ORD,1700-1759,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
29397,2,3,MQ,MQ,N685AE,3737,ORD,BMI,2200-2259,1.0,0.0,116.0,Chicago,IL,Illinois,6,Bloomington,IL,Illinois,6
29398,2,3,MQ,MQ,N685AE,3737,ORD,BMI,2200-2259,1.0,0.0,116.0,Chicago,IL,Illinois,6,Bloomington,IL,Illinois,6
29406,2,3,MQ,MQ,N673AE,3745,ORD,CLE,1500-1559,1.0,0.0,315.0,Chicago,IL,Illinois,6,Cleveland,OH,Ohio,5
29407,2,3,MQ,MQ,N673AE,3745,ORD,CLE,1500-1559,1.0,0.0,315.0,Chicago,IL,Illinois,6,Cleveland,OH,Ohio,5
29412,2,3,MQ,MQ,N673AE,3748,CLE,ORD,1700-1759,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
29413,2,3,MQ,MQ,N673AE,3748,CLE,ORD,1700-1759,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
29494,2,3,MQ,MQ,N804AE,3807,DFW,HOU,1400-1459,1.0,0.0,247.0,Dallas,TX,Texas,6,Houston,TX,Texas,6
29495,2,3,MQ,MQ,N804AE,3807,HOU,DFW,1600-1659,1.0,0.0,247.0,Houston,TX,Texas,6,Dallas,TX,Texas,6
29501,2,3,AA,AA,N277AY,1678,CLT,PHX,0700-0759,1.0,0.0,1773.0,Charlotte,NC,North Carolina,5,Phoenix,AZ,Arizona,7
29526,2,3,AA,AA,N272AY,1696,PHX,CLT,0900-0959,1.0,0.0,1773.0,Phoenix,AZ,Arizona,7,Charlotte,NC,North Carolina,5
29709,2,3,AA,AA,N9616G,2627,RDU,DFW,1500-1559,1.0,0.0,1061.0,Raleigh,NC,North Carolina,5,Dallas,TX,Texas,6
29723,2,3,AA,AA,N843NN,2639,ORD,SFO,1400-1459,1.0,0.0,1846.0,Chicago,IL,Illinois,6,San Francisco,CA,California,8
29724,2,3,AA,AA,N843NN,2639,ORD,SFO,1400-1459,1.0,0.0,1846.0,Chicago,IL,Illinois,6,San Francisco,CA,California,8
29731,2,3,AA,AA,N969AN,2644,DFW,ABQ,0001-0559,1.0,0.0,569.0,Dallas,TX,Texas,6,Albuquerque,NM,New Mexico,7
29746,2,3,AA,AA,N871NN,2658,PDX,PHX,0001-0559,1.0,0.0,1009.0,Portland,OR,Oregon,8,Phoenix,AZ,Arizona,7
29769,2,3,AA,AA,N966AN,2679,ORD,DCA,1500-1559,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
29770,2,3,AA,AA,N966AN,2679,ORD,DCA,1500-1559,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
29787,2,3,AA,AA,N923AN,2691,SFO,ORD,0900-0959,1.0,0.0,1846.0,San Francisco,CA,California,8,Chicago,IL,Illinois,6
29788,2,3,AA,AA,N923AN,2691,SFO,ORD,0900-0959,1.0,0.0,1846.0,San Francisco,CA,California,8,Chicago,IL,Illinois,6
29836,2,3,AA,AA,N9616G,2745,DFW,RDU,1000-1059,1.0,0.0,1061.0,Dallas,TX,Texas,6,Raleigh,NC,North Carolina,5
29917,2,3,AA,AA,N858NN,2808,MIA,DFW,0900-0959,1.0,0.0,1121.0,Miami,FL,Florida,5,Dallas,TX,Texas,6
29928,2,3,AA,AA,N976AN,2817,DFW,ORD,1200-1259,1.0,0.0,801.0,Dallas,TX,Texas,6,Chicago,IL,Illinois,6
29929,2,3,AA,AA,N976AN,2817,DFW,ORD,1200-1259,1.0,0.0,801.0,Dallas,TX,Texas,6,Chicago,IL,Illinois,6
29941,2,3,AA,AA,N974UY,2093,PHL,DFW,1500-1559,1.0,0.0,1303.0,Philadelphia,PA,Pennsylvania,5,Dallas,TX,Texas,6
30009,2,3,WN,WN,N211WN,2978,SNA,OAK,1300-1359,1.0,0.0,371.0,Orange County,CA,California,8,Oakland,CA,California,8
30123,2,3,WN,WN,N7741C,4824,STL,MSY,0001-0559,1.0,0.0,604.0,St. Louis,MO,Missouri,6,New Orleans,LA,Louisiana,6
30299,2,3,YV,YV,N955LR,5974,DFW,JAN,2000-2059,1.0,0.0,408.0,Dallas,TX,Texas,6,Jackson,MS,Mississippi,6
30317,2,3,YV,YV,N910FJ,5996,MFE,DFW,0800-0859,1.0,0.0,469.0,McAllen,TX,Texas,6,Dallas,TX,Texas,6
30318,2,3,YV,YV,N938LR,5997,MLI,DFW,0700-0759,1.0,0.0,691.0,Moline,IL,Illinois,6,Dallas,TX,Texas,6
31003,2,3,YX,YX,N114HQ,4686,PHL,OKC,2000-2059,1.0,0.0,1261.0,Philadelphia,PA,Pennsylvania,5,Oklahoma City,OK,Oklahoma,6
33282,2,3,OH,OH,N207PS,5269,CAK,CLT,0900-0959,1.0,0.0,394.0,Akron,OH,Ohio,5,Charlotte,NC,North Carolina,5
33625,2,3,OO,OO,N712SK,2991,ORD,SDF,2200-2259,1.0,0.0,286.0,Chicago,IL,Illinois,6,Louisville,KY,Kentucky,5
33626,2,3,OO,OO,N712SK,2991,ORD,SDF,2200-2259,1.0,0.0,286.0,Chicago,IL,Illinois,6,Louisville,KY,Kentucky,5
33632,2,3,OO,OO,N732SK,2994,FLG,PHX,1100-1159,1.0,0.0,119.0,Flagstaff,AZ,Arizona,7,Phoenix,AZ,Arizona,7
33633,2,3,OO,OO,N732SK,2994,PHX,FLG,0900-0959,1.0,0.0,119.0,Phoenix,AZ,Arizona,7,Flagstaff,AZ,Arizona,7
33659,2,3,OO,OO,N705SK,3017,HPN,ORD,0700-0759,1.0,0.0,738.0,White Plains,NY,New York,5,Chicago,IL,Illinois,6
33660,2,3,OO,OO,N705SK,3017,HPN,ORD,0700-0759,1.0,0.0,738.0,White Plains,NY,New York,5,Chicago,IL,Illinois,6
33816,2,3,OO,OO,N594SW,3115,ICT,ORD,1500-1559,1.0,0.0,588.0,Wichita,KS,Kansas,6,Chicago,IL,Illinois,6
33817,2,3,OO,OO,N594SW,3115,ICT,ORD,1500-1559,1.0,0.0,588.0,Wichita,KS,Kansas,6,Chicago,IL,Illinois,6
33818,2,3,OO,OO,N594SW,3115,ORD,ICT,1200-1259,1.0,0.0,588.0,Chicago,IL,Illinois,6,Wichita,KS,Kansas,6
33819,2,3,OO,OO,N594SW,3115,ORD,ICT,1200-1259,1.0,0.0,588.0,Chicago,IL,Illinois,6,Wichita,KS,Kansas,6
33911,2,3,OO,OO,N707SK,3199,TUL,ORD,1900-1959,1.0,0.0,585.0,Tulsa,OK,Oklahoma,6,Chicago,IL,Illinois,6
33912,2,3,OO,OO,N707SK,3199,TUL,ORD,1900-1959,1.0,0.0,585.0,Tulsa,OK,Oklahoma,6,Chicago,IL,Illinois,6
33913,2,3,OO,OO,N707SK,3200,ORD,TUL,1600-1659,1.0,0.0,585.0,Chicago,IL,Illinois,6,Tulsa,OK,Oklahoma,6
33914,2,3,OO,OO,N707SK,3200,ORD,TUL,1600-1659,1.0,0.0,585.0,Chicago,IL,Illinois,6,Tulsa,OK,Oklahoma,6
35163,2,3,OO,OO,N783SK,5179,ASE,IAH,1100-1159,1.0,0.0,913.0,Aspen,CO,Colorado,7,Houston,TX,Texas,6
35263,2,3,OO,OO,N787SK,5261,ASE,LAX,0900-0959,1.0,0.0,737.0,Aspen,CO,Colorado,7,Los Angeles,CA,California,8
35326,2,3,OO,OO,N904EV,5317,LAX,COS,1800-1859,1.0,0.0,833.0,Los Angeles,CA,California,8,Colorado Springs,CO,Colorado,7
35355,2,3,OO,OO,N783SK,5343,DEN,ASE,0900-0959,1.0,0.0,125.0,Denver,CO,Colorado,7,Aspen,CO,Colorado,7
35737,2,3,OO,OO,N904EV,5737,SBP,LAX,1600-1659,1.0,0.0,156.0,San Luis Obispo,CA,California,8,Los Angeles,CA,California,8
35746,2,3,OO,OO,N904EV,5748,LAX,SBP,1400-1459,1.0,0.0,156.0,Los Angeles,CA,California,8,San Luis Obispo,CA,California,8
35851,2,3,OO,OO,N743SK,5885,IAH,ASE,1800-1859,1.0,0.0,913.0,Houston,TX,Texas,6,Aspen,CO,Colorado,7
36127,2,3,AA,AA,N980AN,2550,DFW,MIA,1000-1059,1.0,0.0,1121.0,Dallas,TX,Texas,6,Miami,FL,Florida,5
36283,2,3,AA,AA,N965AN,1351,DFW,TPA,0700-0759,1.0,0.0,929.0,Dallas,TX,Texas,6,Tampa,FL,Florida,5
36290,2,3,AA,AA,N818NN,1358,TPA,DFW,0900-0959,1.0,0.0,929.0,Tampa,FL,Florida,5,Dallas,TX,Texas,6
36357,2,3,AA,AA,N969AN,1421,ABQ,DFW,0700-0759,1.0,0.0,569.0,Albuquerque,NM,New Mexico,7,Dallas,TX,Texas,6
36368,2,3,AA,AA,N962NN,1431,ABQ,ORD,0600-0659,1.0,0.0,1118.0,Albuquerque,NM,New Mexico,7,Chicago,IL,Illinois,6
36369,2,3,AA,AA,N962NN,1431,ABQ,ORD,0600-0659,1.0,0.0,1118.0,Albuquerque,NM,New Mexico,7,Chicago,IL,Illinois,6
36563,2,3,MQ,MQ,N824AE,3843,DFW,SJT,1300-1359,1.0,0.0,229.0,Dallas,TX,Texas,6,San Angelo,TX,Texas,6
36564,2,3,MQ,MQ,N824AE,3843,SJT,DFW,1400-1459,1.0,0.0,229.0,San Angelo,TX,Texas,6,Dallas,TX,Texas,6
36696,2,3,MQ,MQ,N908AE,3920,SJT,DFW,1000-1059,1.0,0.0,229.0,San Angelo,TX,Texas,6,Dallas,TX,Texas,6
36701,2,3,MQ,MQ,N612AE,3926,DFW,SJT,0900-0959,1.0,0.0,229.0,Dallas,TX,Texas,6,San Angelo,TX,Texas,6
36745,2,3,MQ,MQ,N522AE,3961,ORD,DAY,1500-1559,1.0,0.0,240.0,Chicago,IL,Illinois,6,Dayton,OH,Ohio,5
36746,2,3,MQ,MQ,N522AE,3961,ORD,DAY,1500-1559,1.0,0.0,240.0,Chicago,IL,Illinois,6,Dayton,OH,Ohio,5
36747,2,3,MQ,MQ,N522AE,3962,DAY,ORD,1800-1859,1.0,0.0,240.0,Dayton,OH,Ohio,5,Chicago,IL,Illinois,6
36748,2,3,MQ,MQ,N522AE,3962,DAY,ORD,1800-1859,1.0,0.0,240.0,Dayton,OH,Ohio,5,Chicago,IL,Illinois,6
36758,2,3,MQ,MQ,N932AE,3972,CVG,ORD,1700-1759,1.0,0.0,264.0,Cincinnati,OH,Ohio,5,Chicago,IL,Illinois,6
36759,2,3,MQ,MQ,N932AE,3972,CVG,ORD,1700-1759,1.0,0.0,264.0,Cincinnati,OH,Ohio,5,Chicago,IL,Illinois,6
36760,2,3,MQ,MQ,N902BC,3972,ORD,CVG,1500-1559,1.0,0.0,264.0,Chicago,IL,Illinois,6,Cincinnati,OH,Ohio,5
36761,2,3,MQ,MQ,N902BC,3972,ORD,CVG,1500-1559,1.0,0.0,264.0,Chicago,IL,Illinois,6,Cincinnati,OH,Ohio,5
37200,2,3,AA,AA,N357PV,1258,DFW,ORD,1000-1059,1.0,0.0,801.0,Dallas,TX,Texas,6,Chicago,IL,Illinois,6
37201,2,3,AA,AA,N357PV,1258,DFW,ORD,1000-1059,1.0,0.0,801.0,Dallas,TX,Texas,6,Chicago,IL,Illinois,6
37296,2,3,MQ,MQ,N673AE,4126,FAR,ORD,1200-1259,1.0,0.0,557.0,Fargo,ND,North Dakota,6,Chicago,IL,Illinois,6
37297,2,3,MQ,MQ,N673AE,4126,FAR,ORD,1200-1259,1.0,0.0,557.0,Fargo,ND,North Dakota,6,Chicago,IL,Illinois,6
37298,2,3,MQ,MQ,N673AE,4126,ORD,FAR,0900-0959,1.0,0.0,557.0,Chicago,IL,Illinois,6,Fargo,ND,North Dakota,6
37299,2,3,MQ,MQ,N673AE,4126,ORD,FAR,0900-0959,1.0,0.0,557.0,Chicago,IL,Illinois,6,Fargo,ND,North Dakota,6
37368,2,3,MQ,MQ,N918AE,4197,TOL,ORD,1900-1959,1.0,0.0,213.0,Toledo,OH,Ohio,5,Chicago,IL,Illinois,6
37369,2,3,MQ,MQ,N918AE,4197,TOL,ORD,1900-1959,1.0,0.0,213.0,Toledo,OH,Ohio,5,Chicago,IL,Illinois,6
37564,2,3,AS,AS,N613AS,179,ANC,FAI,1400-1459,1.0,0.0,261.0,Anchorage,AK,Alaska,9,Fairbanks,AK,Alaska,9
37570,2,3,AS,AS,N613AS,190,FAI,ANC,1600-1659,1.0,0.0,261.0,Fairbanks,AK,Alaska,9,Anchorage,AK,Alaska,9
37865,2,3,AS,AS,N593AS,850,KOA,SEA,2300-2359,1.0,0.0,2688.0,Kailua-Kona,HI,Hawaii,10,Seattle,WA,Washington,8
38008,2,3,AS,AS,N922VA,1390,SFO,MSY,1200-1259,1.0,0.0,1911.0,San Francisco,CA,California,8,New Orleans,LA,Louisiana,6
38009,2,3,AS,AS,N922VA,1391,MSY,SFO,1900-1959,1.0,0.0,1911.0,New Orleans,LA,Louisiana,6,San Francisco,CA,California,8
38216,2,3,EV,EV,N14977,4286,LRD,IAH,0001-0559,1.0,0.0,301.0,Laredo,TX,Texas,6,Houston,TX,Texas,6
38225,2,3,EV,EV,N18556,4295,LFT,IAH,0900-0959,1.0,0.0,201.0,Lafayette,LA,Louisiana,6,Houston,TX,Texas,6
38238,2,3,EV,EV,N24103,4310,VPS,IAH,0900-0959,1.0,0.0,528.0,Fort Walton Beach,FL,Florida,6,Houston,TX,Texas,6
38245,2,3,EV,EV,N13988,4319,IAH,XNA,1600-1659,1.0,0.0,438.0,Houston,TX,Texas,6,Fayetteville,AR,Arkansas,6
38247,2,3,EV,EV,N12172,4321,TYS,ORD,1000-1059,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
38248,2,3,EV,EV,N12172,4321,TYS,ORD,1000-1059,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
38273,2,3,EV,EV,N16911,4346,IAH,SHV,0700-0759,1.0,0.0,192.0,Houston,TX,Texas,6,Shreveport,LA,Louisiana,6
38322,2,3,EV,EV,N24103,4393,IAH,PNS,1200-1259,1.0,0.0,489.0,Houston,TX,Texas,6,Pensacola,FL,Florida,6
38334,2,3,EV,EV,N14907,4403,LIT,IAH,0600-0659,1.0,0.0,374.0,Little Rock,AR,Arkansas,6,Houston,TX,Texas,6
38668,2,3,AA,AA,N9629H,374,CMH,DFW,1100-1159,1.0,0.0,926.0,Columbus,OH,Ohio,5,Dallas,TX,Texas,6
38669,2,3,AA,AA,N9629H,374,DFW,CMH,0700-0759,1.0,0.0,926.0,Dallas,TX,Texas,6,Columbus,OH,Ohio,5
38673,2,3,AA,AA,N306PB,381,ORD,LGA,1200-1259,1.0,0.0,733.0,Chicago,IL,Illinois,6,New York,NY,New York,5
38674,2,3,AA,AA,N306PB,381,ORD,LGA,1200-1259,1.0,0.0,733.0,Chicago,IL,Illinois,6,New York,NY,New York,5
38702,2,3,AA,AA,N938UW,407,DFW,PHX,1200-1259,1.0,0.0,868.0,Dallas,TX,Texas,6,Phoenix,AZ,Arizona,7
38703,2,3,AA,AA,N938UW,407,PHX,DFW,0700-0759,1.0,0.0,868.0,Phoenix,AZ,Arizona,7,Dallas,TX,Texas,6
38804,2,3,AA,AA,N189AN,96,CLT,MIA,2100-2159,1.0,0.0,650.0,Charlotte,NC,North Carolina,5,Miami,FL,Florida,5
38871,2,3,AA,AA,N853NN,168,LAS,ORD,1500-1559,1.0,0.0,1514.0,Las Vegas,NV,Nevada,8,Chicago,IL,Illinois,6
38872,2,3,AA,AA,N853NN,168,LAS,ORD,1500-1559,1.0,0.0,1514.0,Las Vegas,NV,Nevada,8,Chicago,IL,Illinois,6
38873,2,3,AA,AA,N925AN,168,ORD,LAS,1200-1259,1.0,0.0,1514.0,Chicago,IL,Illinois,6,Las Vegas,NV,Nevada,8
38874,2,3,AA,AA,N925AN,168,ORD,LAS,1200-1259,1.0,0.0,1514.0,Chicago,IL,Illinois,6,Las Vegas,NV,Nevada,8
38957,2,3,AA,AA,N966TW,2373,SAV,DFW,1400-1459,1.0,0.0,925.0,Savannah,GA,Georgia,5,Dallas,TX,Texas,6
38985,2,3,AA,AA,N969TW,2389,DFW,PNS,1300-1359,1.0,0.0,604.0,Dallas,TX,Texas,6,Pensacola,FL,Florida,6
39019,2,3,AA,AA,N859NN,2412,ORD,DFW,0800-0859,1.0,0.0,801.0,Chicago,IL,Illinois,6,Dallas,TX,Texas,6
39020,2,3,AA,AA,N859NN,2412,ORD,DFW,0800-0859,1.0,0.0,801.0,Chicago,IL,Illinois,6,Dallas,TX,Texas,6
39071,2,3,AA,AA,N968TW,2453,PNS,DFW,0700-0759,1.0,0.0,604.0,Pensacola,FL,Florida,6,Dallas,TX,Texas,6
39341,2,3,MQ,MQ,N844AE,3432,DFW,LAW,2000-2059,1.0,0.0,140.0,Dallas,TX,Texas,6,Lawton,OK,Oklahoma,6
39346,2,3,MQ,MQ,N835AE,3437,ACT,DFW,1900-1959,1.0,0.0,89.0,Waco,TX,Texas,6,Dallas,TX,Texas,6
39347,2,3,MQ,MQ,N856AE,3437,DFW,ACT,1800-1859,1.0,0.0,89.0,Dallas,TX,Texas,6,Waco,TX,Texas,6
